TripID,RouteID,StopID,StopName,WeekBeginning,NumberOfBoardings
44680,100,13627,8E  Marion Rd,2013-07-07 00:00:00,1
44680,100,12953,207 Holbrooks Rd,2013-07-07 00:00:00,2
44680,100,12580,218 Findon Rd,2013-07-07 00:00:00,2
44680,100,12939,18  Crittenden Rd,2013-07-07 00:00:00,1
44680,100,12521,219 Woodville Rd,2013-07-07 00:00:00,1
44680,100,13331,9A  Holbrooks Rd,2013-07-07 00:00:00,1
44681,100,14155,180 Cross Rd,2013-07-07 00:00:00,4
44681,100,13269,10  Holbrooks Rd,2013-07-07 00:00:00,1
44681,100,13931,9B  Marion Rd,2013-07-07 00:00:00,3
44681,100,12463,220 Woodville Rd,2013-07-07 00:00:00,3
44681,100,13456,8B  Marion Rd,2013-07-07 00:00:00,1
44681,100,14064,20  Cross Rd,2013-07-07 00:00:00,1
44681,100,14110,170 Cross Rd,2013-07-07 00:00:00,1
44681,100,14146,177 Cross Rd,2013-07-07 00:00:00,2
44681,100,12663,216 Findon Rd,2013-07-07 00:00:00,4
44681,100,12806,21  Crittenden Rd,2013-07-07 00:00:00,2
44681,100,13073,205 Holbrooks Rd,2013-07-07 00:00:00,1
44681,100,13669,8F  Marion Rd,2013-07-07 00:00:00,4
44681,100,12747,23  Findon Rd,2013-07-07 00:00:00,5
44681,100,13375,201 Marion Rd,2013-07-07 00:00:00,2
44681,100,12521,219 Woodville Rd,2013-07-07 00:00:00,5
44681,100,13571,8D  Marion Rd,2013-07-07 00:00:00,3
44681,100,12412,221 Woodville Rd,2013-07-07 00:00:00,1
44681,100,14123,173 Cross Rd,2013-07-07 00:00:00,4
44681,100,14095,166 Cross Rd,2013-07-07 00:00:00,5
44681,100,13953,9C  Marion Rd,2013-07-07 00:00:00,1
44681,100,14142,176 Cross Rd,2013-07-07 00:00:00,2
44683,100,12266,Zone A Arndale Interchange,2013-07-07 00:00:00,1
44683,100,13817,8K  Marion Rd,2013-07-07 00:00:00,1
44683,100,12782,22A  Crittenden Rd,2013-07-07 00:00:00,1
44683,100,13182,13  Holbrooks Rd,2013-07-07 00:00:00,1
44683,100,14110,170 Cross Rd,2013-07-07 00:00:00,1
44683,100,13456,8B  Marion Rd,2013-07-07 00:00:00,1
44683,100,12864,20  Crittenden Rd,2013-07-07 00:00:00,2
44683,100,14037,19  Portrush Rd,2013-07-07 00:00:00,2
44683,100,14047,10A  Marion Rd,2013-07-07 00:00:00,5
44683,100,14076,164 Cross Rd,2013-07-07 00:00:00,1
44683,100,14135,175 Cross Rd,2013-07-07 00:00:00,1
44683,100,14142,176 Cross Rd,2013-07-07 00:00:00,1
44683,100,14171,183 Cross Rd,2013-07-07 00:00:00,1
44683,100,12663,216 Findon Rd,2013-07-07 00:00:00,1
44683,100,13073,205 Holbrooks Rd,2013-07-07 00:00:00,3
44683,100,13669,8F  Marion Rd,2013-07-07 00:00:00,1
44683,100,12412,221 Woodville Rd,2013-07-07 00:00:00,4
44683,100,13269,10  Holbrooks Rd,2013-07-07 00:00:00,1
44683,100,13627,8E  Marion Rd,2013-07-07 00:00:00,2
44683,100,17881,165A Cross Rd,2013-07-07 00:00:00,1
44683,100,12896,19  Crittenden Rd,2013-07-07 00:00:00,2
44683,100,12580,218 Findon Rd,2013-07-07 00:00:00,2
44683,100,12939,18  Crittenden Rd,2013-07-07 00:00:00,2
44683,100,13874,9  Marion Rd,2013-07-07 00:00:00,3
44683,100,14095,166 Cross Rd,2013-07-07 00:00:00,1
44683,100,12285,223 Woodville Rd,2013-07-07 00:00:00,1
44683,100,12463,220 Woodville Rd,2013-07-07 00:00:00,1
44683,100,12610,217 Findon Rd,2013-07-07 00:00:00,3
44683,100,14167,182 Cross Rd,2013-07-07 00:00:00,2
44683,100,12521,219 Woodville Rd,2013-07-07 00:00:00,3
44683,100,13730,8G  Marion Rd,2013-07-07 00:00:00,2
44683,100,14071,163 Cross Rd,2013-07-07 00:00:00,1
44684,100,14155,180 Cross Rd,2013-07-07 00:00:00,1
44684,100,13931,9B  Marion Rd,2013-07-07 00:00:00,1
44684,100,14000,10  Marion Rd,2013-07-07 00:00:00,1
44684,100,12352,Woodville,2013-07-07 00:00:00,2
44684,100,12939,18  Crittenden Rd,2013-07-07 00:00:00,1
44684,100,13269,10  Holbrooks Rd,2013-07-07 00:00:00,3
44684,100,13627,8E  Marion Rd,2013-07-07 00:00:00,4
44684,100,13767,8H  Marion Rd,2013-07-07 00:00:00,4
44684,100,13817,8K  Marion Rd,2013-07-07 00:00:00,1
44684,100,12663,216 Findon Rd,2013-07-07 00:00:00,1
44684,100,13456,8B  Marion Rd,2013-07-07 00:00:00,4
44684,100,14167,182 Cross Rd,2013-07-07 00:00:00,1
44684,100,14047,10A  Marion Rd,2013-07-07 00:00:00,3
44684,100,13499,8C  Marion Rd,2013-07-07 00:00:00,1
44684,100,13669,8F  Marion Rd,2013-07-07 00:00:00,2
44684,100,14146,177 Cross Rd,2013-07-07 00:00:00,2
44684,100,12806,21  Crittenden Rd,2013-07-07 00:00:00,3
44684,100,12580,218 Findon Rd,2013-07-07 00:00:00,2
44684,100,12610,217 Findon Rd,2013-07-07 00:00:00,1
44684,100,13375,201 Marion Rd,2013-07-07 00:00:00,1
44684,100,13874,9  Marion Rd,2013-07-07 00:00:00,2
44684,100,14037,19  Portrush Rd,2013-07-07 00:00:00,1
44684,100,12412,221 Woodville Rd,2013-07-07 00:00:00,5
44684,100,12941,17  Grange Rd,2013-07-07 00:00:00,3
44684,100,14135,175 Cross Rd,2013-07-07 00:00:00,3
44684,100,14171,183 Cross Rd,2013-07-07 00:00:00,1
44684,100,14095,166 Cross Rd,2013-07-07 00:00:00,1
44684,100,14083,165 Cross Rd,2013-07-07 00:00:00,4
44684,100,13730,8G  Marion Rd,2013-07-07 00:00:00,5
44684,100,14142,176 Cross Rd,2013-07-07 00:00:00,2
44685,100,13499,8C  Marion Rd,2013-07-07 00:00:00,1
44685,100,13627,8E  Marion Rd,2013-07-07 00:00:00,1
44685,100,14146,177 Cross Rd,2013-07-07 00:00:00,3
44685,100,12580,218 Findon Rd,2013-07-07 00:00:00,1
44685,100,13331,9A  Holbrooks Rd,2013-07-07 00:00:00,3
44685,100,12463,220 Woodville Rd,2013-07-07 00:00:00,2
44685,100,12939,18  Crittenden Rd,2013-07-07 00:00:00,4
44685,100,14155,180 Cross Rd,2013-07-07 00:00:00,3
44685,100,14158,181 Cross Rd,2013-07-07 00:00:00,4
44685,100,13456,8B  Marion Rd,2013-07-07 00:00:00,1
44685,100,12864,20  Crittenden Rd,2013-07-07 00:00:00,1
44685,100,13730,8G  Marion Rd,2013-07-07 00:00:00,1
44685,100,12352,Woodville,2013-07-07 00:00:00,1
44685,100,13817,8K  Marion Rd,2013-07-07 00:00:00,1
44685,100,14110,170 Cross Rd,2013-07-07 00:00:00,1
44685,100,14167,182 Cross Rd,2013-07-07 00:00:00,1
44685,100,12806,21  Crittenden Rd,2013-07-07 00:00:00,2
44685,100,12896,19  Crittenden Rd,2013-07-07 00:00:00,2
44685,100,12610,217 Findon Rd,2013-07-07 00:00:00,1
44685,100,13269,10  Holbrooks Rd,2013-07-07 00:00:00,2
44685,100,14131,11A  Marion Rd,2013-07-07 00:00:00,5
44685,100,12412,221 Woodville Rd,2013-07-07 00:00:00,4
44685,100,14123,173 Cross Rd,2013-07-07 00:00:00,2
44685,100,14000,10  Marion Rd,2013-07-07 00:00:00,1
44685,100,13905,9A  Marion Rd,2013-07-07 00:00:00,3
44685,100,14037,19  Portrush Rd,2013-07-07 00:00:00,4
44685,100,12833,22 Crittenden Rd,2013-07-07 00:00:00,1
44685,100,13874,9  Marion Rd,2013-07-07 00:00:00,1
44685,100,12941,17  Grange Rd,2013-07-07 00:00:00,4
44685,100,13669,8F  Marion Rd,2013-07-07 00:00:00,1
44685,100,14171,183 Cross Rd,2013-07-07 00:00:00,1
44685,100,12663,216 Findon Rd,2013-07-07 00:00:00,4
44685,100,13073,205 Holbrooks Rd,2013-07-07 00:00:00,3
44685,100,13788,8J  Marion Rd,2013-07-07 00:00:00,2
44685,100,14152,179 Cross Rd,2013-07-07 00:00:00,3
44686,100,13571,8D  Marion Rd,2013-07-07 00:00:00,2
44686,100,14083,165 Cross Rd,2013-07-07 00:00:00,2
44686,100,12521,219 Woodville Rd,2013-07-07 00:00:00,5
44686,100,14064,20  Cross Rd,2013-07-07 00:00:00,2
44686,100,12463,220 Woodville Rd,2013-07-07 00:00:00,1
44686,100,12610,217 Findon Rd,2013-07-07 00:00:00,1
44686,100,13874,9  Marion Rd,2013-07-07 00:00:00,1
44686,100,13931,9B  Marion Rd,2013-07-07 00:00:00,3
44686,100,14148,178 Cross Rd,2013-07-07 00:00:00,1
44686,100,14142,176 Cross Rd,2013-07-07 00:00:00,2
44686,100,12953,207 Holbrooks Rd,2013-07-07 00:00:00,1
44686,100,13627,8E  Marion Rd,2013-07-07 00:00:00,2
44686,100,12412,221 Woodville Rd,2013-07-07 00:00:00,4
44686,100,13269,10  Holbrooks Rd,2013-07-07 00:00:00,1
44686,100,13499,8C  Marion Rd,2013-07-07 00:00:00,2
44686,100,14076,164 Cross Rd,2013-07-07 00:00:00,1
44686,100,14135,175 Cross Rd,2013-07-07 00:00:00,1
44686,100,14152,179 Cross Rd,2013-07-07 00:00:00,3
44686,100,14155,180 Cross Rd,2013-07-07 00:00:00,1
44686,100,12663,216 Findon Rd,2013-07-07 00:00:00,3
44686,100,13073,205 Holbrooks Rd,2013-07-07 00:00:00,4
44686,100,13669,8F  Marion Rd,2013-07-07 00:00:00,1
44686,100,12352,Woodville,2013-07-07 00:00:00,1
44686,100,14167,182 Cross Rd,2013-07-07 00:00:00,2
44686,100,13456,8B  Marion Rd,2013-07-07 00:00:00,1
44686,100,14047,10A  Marion Rd,2013-07-07 00:00:00,3
44686,100,13182,13  Holbrooks Rd,2013-07-07 00:00:00,1
44686,100,14110,170 Cross Rd,2013-07-07 00:00:00,1
44686,100,12266,Zone A Arndale Interchange,2013-07-07 00:00:00,2
44686,100,13375,201 Marion Rd,2013-07-07 00:00:00,1
44687,100,14142,176 Cross Rd,2013-07-07 00:00:00,1
44687,100,13953,9C  Marion Rd,2013-07-07 00:00:00,1
44687,100,14095,166 Cross Rd,2013-07-07 00:00:00,1
44687,100,12412,221 Woodville Rd,2013-07-07 00:00:00,1
44687,100,13730,8G  Marion Rd,2013-07-07 00:00:00,1
44687,100,12941,17  Grange Rd,2013-07-07 00:00:00,1
44687,100,12521,219 Woodville Rd,2013-07-07 00:00:00,5
44687,100,13375,201 Marion Rd,2013-07-07 00:00:00,2
44687,100,14131,11A  Marion Rd,2013-07-07 00:00:00,3
44687,100,12580,218 Findon Rd,2013-07-07 00:00:00,1
44687,100,13874,9  Marion Rd,2013-07-07 00:00:00,1
44687,100,14037,19  Portrush Rd,2013-07-07 00:00:00,1
44687,100,12266,Zone A Arndale Interchange,2013-07-07 00:00:00,1
44687,100,12806,21  Crittenden Rd,2013-07-07 00:00:00,4
44687,100,13627,8E  Marion Rd,2013-07-07 00:00:00,1
44687,100,13040,206 Holbrooks Rd,2013-07-07 00:00:00,1
44687,100,13499,8C  Marion Rd,2013-07-07 00:00:00,1
44687,100,13669,8F  Marion Rd,2013-07-07 00:00:00,1
44687,100,14146,177 Cross Rd,2013-07-07 00:00:00,1
44687,100,12663,216 Findon Rd,2013-07-07 00:00:00,3
44687,100,13073,205 Holbrooks Rd,2013-07-07 00:00:00,3
44687,100,13456,8B  Marion Rd,2013-07-07 00:00:00,3
44687,100,14158,181 Cross Rd,2013-07-07 00:00:00,2
44687,100,12352,Woodville,2013-07-07 00:00:00,1
44687,100,14000,10  Marion Rd,2013-07-07 00:00:00,1
44687,100,14110,170 Cross Rd,2013-07-07 00:00:00,3
44687,100,12939,18  Crittenden Rd,2013-07-07 00:00:00,1
44687,100,14047,10A  Marion Rd,2013-07-07 00:00:00,2
44688,100,12663,216 Findon Rd,2013-07-07 00:00:00,2
44688,100,12941,17  Grange Rd,2013-07-07 00:00:00,3
44688,100,13073,205 Holbrooks Rd,2013-07-07 00:00:00,2
44688,100,12833,22 Crittenden Rd,2013-07-07 00:00:00,1
44688,100,13269,10  Holbrooks Rd,2013-07-07 00:00:00,3
44688,100,14135,175 Cross Rd,2013-07-07 00:00:00,3
44688,100,14000,10  Marion Rd,2013-07-07 00:00:00,1
44688,100,13375,201 Marion Rd,2013-07-07 00:00:00,3
44688,100,14131,11A  Marion Rd,2013-07-07 00:00:00,4
44688,100,12285,223 Woodville Rd,2013-07-07 00:00:00,3
44688,100,12352,Woodville,2013-07-07 00:00:00,1
44688,100,13040,206 Holbrooks Rd,2013-07-07 00:00:00,1
44688,100,13817,8K  Marion Rd,2013-07-07 00:00:00,1
44688,100,13953,9C  Marion Rd,2013-07-07 00:00:00,1
44688,100,14110,170 Cross Rd,2013-07-07 00:00:00,1
44688,100,14047,10A  Marion Rd,2013-07-07 00:00:00,3
44688,100,13456,8B  Marion Rd,2013-07-07 00:00:00,1
44688,100,12521,219 Woodville Rd,2013-07-07 00:00:00,2
44688,100,13874,9  Marion Rd,2013-07-07 00:00:00,2
44688,100,13931,9B  Marion Rd,2013-07-07 00:00:00,1
44688,100,14158,181 Cross Rd,2013-07-07 00:00:00,2
44688,100,12463,220 Woodville Rd,2013-07-07 00:00:00,1
44688,100,12939,18  Crittenden Rd,2013-07-07 00:00:00,4
44688,100,13331,9A  Holbrooks Rd,2013-07-07 00:00:00,5
44688,100,13627,8E  Marion Rd,2013-07-07 00:00:00,2
44689,100,13375,201 Marion Rd,2013-07-07 00:00:00,3
44689,100,14037,19  Portrush Rd,2013-07-07 00:00:00,2
44689,100,12833,22 Crittenden Rd,2013-07-07 00:00:00,1
44689,100,14110,170 Cross Rd,2013-07-07 00:00:00,2
44689,100,14000,10  Marion Rd,2013-07-07 00:00:00,1
44689,100,14047,10A  Marion Rd,2013-07-07 00:00:00,4
44689,100,12352,Woodville,2013-07-07 00:00:00,4
44689,100,13456,8B  Marion Rd,2013-07-07 00:00:00,1
44689,100,13817,8K  Marion Rd,2013-07-07 00:00:00,2
44689,100,13073,205 Holbrooks Rd,2013-07-07 00:00:00,3
44689,100,14152,179 Cross Rd,2013-07-07 00:00:00,2
44689,100,12412,221 Woodville Rd,2013-07-07 00:00:00,5
44689,100,13669,8F  Marion Rd,2013-07-07 00:00:00,1
44689,100,14135,175 Cross Rd,2013-07-07 00:00:00,2
44689,100,14146,177 Cross Rd,2013-07-07 00:00:00,1
44689,100,13269,10  Holbrooks Rd,2013-07-07 00:00:00,1
44689,100,13905,9A  Marion Rd,2013-07-07 00:00:00,1
44689,100,14158,181 Cross Rd,2013-07-07 00:00:00,5
44689,100,13627,8E  Marion Rd,2013-07-07 00:00:00,1
44689,100,14142,176 Cross Rd,2013-07-07 00:00:00,2
44689,100,12227,224 Woodville Rd,2013-07-07 00:00:00,1
44689,100,12941,17  Grange Rd,2013-07-07 00:00:00,1
44689,100,13874,9  Marion Rd,2013-07-07 00:00:00,1
44689,100,12580,218 Findon Rd,2013-07-07 00:00:00,2
44689,100,12610,217 Findon Rd,2013-07-07 00:00:00,1
44689,100,13331,9A  Holbrooks Rd,2013-07-07 00:00:00,4
44689,100,12285,223 Woodville Rd,2013-07-07 00:00:00,3
44689,100,13730,8G  Marion Rd,2013-07-07 00:00:00,1
44689,100,14071,163 Cross Rd,2013-07-07 00:00:00,1
44689,100,13571,8D  Marion Rd,2013-07-07 00:00:00,2
44689,100,14083,165 Cross Rd,2013-07-07 00:00:00,1
44690,100,12864,20  Crittenden Rd,2013-07-07 00:00:00,2
44690,100,14047,10A  Marion Rd,2013-07-07 00:00:00,4
44690,100,12939,18  Crittenden Rd,2013-07-07 00:00:00,1
44690,100,12806,21  Crittenden Rd,2013-07-07 00:00:00,2
44690,100,13073,205 Holbrooks Rd,2013-07-07 00:00:00,2
44690,100,13456,8B  Marion Rd,2013-07-07 00:00:00,1
44690,100,14158,181 Cross Rd,2013-07-07 00:00:00,1
44690,100,14167,182 Cross Rd,2013-07-07 00:00:00,1
44690,100,13331,9A  Holbrooks Rd,2013-07-07 00:00:00,3
44690,100,13499,8C  Marion Rd,2013-07-07 00:00:00,2
44690,100,13905,9A  Marion Rd,2013-07-07 00:00:00,1
44690,100,13627,8E  Marion Rd,2013-07-07 00:00:00,2
44690,100,14146,177 Cross Rd,2013-07-07 00:00:00,1
44690,100,17881,165A Cross Rd,2013-07-07 00:00:00,1
44690,100,12580,218 Findon Rd,2013-07-07 00:00:00,1
44690,100,12747,23  Findon Rd,2013-07-07 00:00:00,3
44690,100,14037,19  Portrush Rd,2013-07-07 00:00:00,3
44690,100,12521,219 Woodville Rd,2013-07-07 00:00:00,2
44690,100,13375,201 Marion Rd,2013-07-07 00:00:00,2
44690,100,12941,17  Grange Rd,2013-07-07 00:00:00,2
44690,100,13571,8D  Marion Rd,2013-07-07 00:00:00,4
44690,100,14148,178 Cross Rd,2013-07-07 00:00:00,1
44690,100,13730,8G  Marion Rd,2013-07-07 00:00:00,1
44690,100,14083,165 Cross Rd,2013-07-07 00:00:00,1
44690,100,14135,175 Cross Rd,2013-07-07 00:00:00,3
44690,100,14142,176 Cross Rd,2013-07-07 00:00:00,1
44690,100,14171,183 Cross Rd,2013-07-07 00:00:00,1
44691,100,12227,224 Woodville Rd,2013-07-07 00:00:00,1
44691,100,12521,219 Woodville Rd,2013-07-07 00:00:00,1
44691,100,13499,8C  Marion Rd,2013-07-07 00:00:00,2
44691,100,14146,177 Cross Rd,2013-07-07 00:00:00,2
44691,100,13331,9A  Holbrooks Rd,2013-07-07 00:00:00,4
44691,100,13627,8E  Marion Rd,2013-07-07 00:00:00,3
44691,100,14102,168 Cross Rd,2013-07-07 00:00:00,1
44691,100,17881,165A Cross Rd,2013-07-07 00:00:00,1
44691,100,12939,18  Crittenden Rd,2013-07-07 00:00:00,5
44691,100,13874,9  Marion Rd,2013-07-07 00:00:00,5
44691,100,13931,9B  Marion Rd,2013-07-07 00:00:00,2
44691,100,14155,180 Cross Rd,2013-07-07 00:00:00,1
44691,100,13456,8B  Marion Rd,2013-07-07 00:00:00,1
44691,100,13730,8G  Marion Rd,2013-07-07 00:00:00,1
44691,100,14071,163 Cross Rd,2013-07-07 00:00:00,2
44691,100,14113,171 Cross Rd,2013-07-07 00:00:00,1
44691,100,12864,20  Crittenden Rd,2013-07-07 00:00:00,1
44691,100,14083,165 Cross Rd,2013-07-07 00:00:00,1
44691,100,14098,167 Cross Rd,2013-07-07 00:00:00,2
44691,100,12806,21  Crittenden Rd,2013-07-07 00:00:00,2
44691,100,14110,170 Cross Rd,2013-07-07 00:00:00,2
44691,100,13040,206 Holbrooks Rd,2013-07-07 00:00:00,1
44691,100,13817,8K  Marion Rd,2013-07-07 00:00:00,3
44691,100,14167,182 Cross Rd,2013-07-07 00:00:00,2
44691,100,12285,223 Woodville Rd,2013-07-07 00:00:00,2
44691,100,13375,201 Marion Rd,2013-07-07 00:00:00,2
44691,100,13571,8D  Marion Rd,2013-07-07 00:00:00,1
44691,100,12412,221 Woodville Rd,2013-07-07 00:00:00,1
44691,100,13269,10  Holbrooks Rd,2013-07-07 00:00:00,3
44691,100,12352,Woodville,2013-07-07 00:00:00,2
44691,100,12747,23  Findon Rd,2013-07-07 00:00:00,5
44691,100,14037,19  Portrush Rd,2013-07-07 00:00:00,2
44691,100,12941,17  Grange Rd,2013-07-07 00:00:00,1
44691,100,13182,13  Holbrooks Rd,2013-07-07 00:00:00,1
44691,100,13788,8J  Marion Rd,2013-07-07 00:00:00,1
44691,100,14135,175 Cross Rd,2013-07-07 00:00:00,1
44691,100,14142,176 Cross Rd,2013-07-07 00:00:00,3
44691,100,14152,179 Cross Rd,2013-07-07 00:00:00,1
44691,100,12663,216 Findon Rd,2013-07-07 00:00:00,1
44691,100,13073,205 Holbrooks Rd,2013-07-07 00:00:00,3
44691,100,13669,8F  Marion Rd,2013-07-07 00:00:00,2
44692,100,12521,219 Woodville Rd,2013-07-07 00:00:00,2
44692,100,14098,167 Cross Rd,2013-07-07 00:00:00,3
44692,100,14113,171 Cross Rd,2013-07-07 00:00:00,2
44692,100,12463,220 Woodville Rd,2013-07-07 00:00:00,1
44692,100,13571,8D  Marion Rd,2013-07-07 00:00:00,3
44692,100,14083,165 Cross Rd,2013-07-07 00:00:00,1
44692,100,12285,223 Woodville Rd,2013-07-07 00:00:00,3
44692,100,12610,217 Findon Rd,2013-07-07 00:00:00,1
44692,100,13331,9A  Holbrooks Rd,2013-07-07 00:00:00,5
44692,100,14123,173 Cross Rd,2013-07-07 00:00:00,1
44692,100,12941,17  Grange Rd,2013-07-07 00:00:00,1
44692,100,14142,176 Cross Rd,2013-07-07 00:00:00,5
44692,100,13953,9C  Marion Rd,2013-07-07 00:00:00,1
44692,100,14105,169 Cross Rd,2013-07-07 00:00:00,1
44692,100,13931,9B  Marion Rd,2013-07-07 00:00:00,4
44692,100,14158,181 Cross Rd,2013-07-07 00:00:00,3
44692,100,12939,18  Crittenden Rd,2013-07-07 00:00:00,1
44692,100,13269,10  Holbrooks Rd,2013-07-07 00:00:00,3
44692,100,13499,8C  Marion Rd,2013-07-07 00:00:00,4
44692,100,13669,8F  Marion Rd,2013-07-07 00:00:00,4
44692,100,14152,179 Cross Rd,2013-07-07 00:00:00,4
44692,100,12352,Woodville,2013-07-07 00:00:00,1
44692,100,12663,216 Findon Rd,2013-07-07 00:00:00,1
44692,100,13073,205 Holbrooks Rd,2013-07-07 00:00:00,1
44692,100,14167,182 Cross Rd,2013-07-07 00:00:00,1
44692,100,14000,10  Marion Rd,2013-07-07 00:00:00,2
44692,100,14110,170 Cross Rd,2013-07-07 00:00:00,1
44692,100,12747,23  Findon Rd,2013-07-07 00:00:00,2
44692,100,13375,201 Marion Rd,2013-07-07 00:00:00,5
44693,100,13953,9C  Marion Rd,2013-07-07 00:00:00,2
44693,100,12610,217 Findon Rd,2013-07-07 00:00:00,1
44693,100,14142,176 Cross Rd,2013-07-07 00:00:00,2
44693,100,14152,179 Cross Rd,2013-07-07 00:00:00,3
44693,100,13269,10  Holbrooks Rd,2013-07-07 00:00:00,1
44693,100,13730,8G  Marion Rd,2013-07-07 00:00:00,2
44693,100,13571,8D  Marion Rd,2013-07-07 00:00:00,1
44693,100,12521,219 Woodville Rd,2013-07-07 00:00:00,3
44693,100,13788,8J  Marion Rd,2013-07-07 00:00:00,3
44693,100,12580,218 Findon Rd,2013-07-07 00:00:00,1
44693,100,12747,23  Findon Rd,2013-07-07 00:00:00,3
44693,100,13874,9  Marion Rd,2013-07-07 00:00:00,1
44693,100,13331,9A  Holbrooks Rd,2013-07-07 00:00:00,2
44693,100,14064,20  Cross Rd,2013-07-07 00:00:00,2
44693,100,17881,165A Cross Rd,2013-07-07 00:00:00,2
44693,100,13499,8C  Marion Rd,2013-07-07 00:00:00,4
44693,100,13627,8E  Marion Rd,2013-07-07 00:00:00,1
44693,100,14146,177 Cross Rd,2013-07-07 00:00:00,2
44693,100,12806,21  Crittenden Rd,2013-07-07 00:00:00,1
44693,100,13073,205 Holbrooks Rd,2013-07-07 00:00:00,2
44693,100,14155,180 Cross Rd,2013-07-07 00:00:00,4
44693,100,12352,Woodville,2013-07-07 00:00:00,2
44693,100,12939,18  Crittenden Rd,2013-07-07 00:00:00,1
44693,100,13817,8K  Marion Rd,2013-07-07 00:00:00,1
44693,100,14110,170 Cross Rd,2013-07-07 00:00:00,1
44693,100,12864,20  Crittenden Rd,2013-07-07 00:00:00,3
44693,100,14000,10  Marion Rd,2013-07-07 00:00:00,1
44694,100,12941,17  Grange Rd,2013-07-07 00:00:00,1
44694,100,13788,8J  Marion Rd,2013-07-07 00:00:00,1
44694,100,14135,175 Cross Rd,2013-07-07 00:00:00,3
44694,100,14146,177 Cross Rd,2013-07-07 00:00:00,1
44694,100,12663,216 Findon Rd,2013-07-07 00:00:00,1
44694,100,13073,205 Holbrooks Rd,2013-07-07 00:00:00,1
44694,100,14142,176 Cross Rd,2013-07-07 00:00:00,1
44694,100,12352,Woodville,2013-07-07 00:00:00,3
44694,100,13571,8D  Marion Rd,2013-07-07 00:00:00,3
44694,100,13817,8K  Marion Rd,2013-07-07 00:00:00,3
44694,100,13269,10  Holbrooks Rd,2013-07-07 00:00:00,5
44694,100,14131,11A  Marion Rd,2013-07-07 00:00:00,3
44694,100,12747,23  Findon Rd,2013-07-07 00:00:00,3
44694,100,13375,201 Marion Rd,2013-07-07 00:00:00,2
44694,100,14110,170 Cross Rd,2013-07-07 00:00:00,1
44694,100,14121,172 Cross Rd,2013-07-07 00:00:00,1
44694,100,14123,173 Cross Rd,2013-07-07 00:00:00,1
44694,100,14083,165 Cross Rd,2013-07-07 00:00:00,1
44694,100,12896,19  Crittenden Rd,2013-07-07 00:00:00,1
44694,100,13730,8G  Marion Rd,2013-07-07 00:00:00,1
44694,100,14047,10A  Marion Rd,2013-07-07 00:00:00,1
44694,100,14064,20  Cross Rd,2013-07-07 00:00:00,1
44694,100,14071,163 Cross Rd,2013-07-07 00:00:00,2
44694,100,14098,167 Cross Rd,2013-07-07 00:00:00,2
44694,100,14113,171 Cross Rd,2013-07-07 00:00:00,1
44694,100,13874,9  Marion Rd,2013-07-07 00:00:00,1
44694,100,14155,180 Cross Rd,2013-07-07 00:00:00,1
44694,100,12463,220 Woodville Rd,2013-07-07 00:00:00,1
44694,100,12580,218 Findon Rd,2013-07-07 00:00:00,2
44694,100,12939,18  Crittenden Rd,2013-07-07 00:00:00,1
44694,100,13627,8E  Marion Rd,2013-07-07 00:00:00,1
44694,100,12521,219 Woodville Rd,2013-07-07 00:00:00,2
44694,100,13499,8C  Marion Rd,2013-07-07 00:00:00,3
44695,100,14037,19  Portrush Rd,2013-07-07 00:00:00,2
44695,100,14121,172 Cross Rd,2013-07-07 00:00:00,2
44695,100,14047,10A  Marion Rd,2013-07-07 00:00:00,4
44695,100,12352,Woodville,2013-07-07 00:00:00,4
44695,100,14000,10  Marion Rd,2013-07-07 00:00:00,1
44695,100,12663,216 Findon Rd,2013-07-07 00:00:00,1
44695,100,13073,205 Holbrooks Rd,2013-07-07 00:00:00,1
44695,100,13817,8K  Marion Rd,2013-07-07 00:00:00,4
44695,100,13767,8H  Marion Rd,2013-07-07 00:00:00,1
44695,100,14135,175 Cross Rd,2013-07-07 00:00:00,1
44695,100,14152,179 Cross Rd,2013-07-07 00:00:00,2
44695,100,12412,221 Woodville Rd,2013-07-07 00:00:00,1
44695,100,13669,8F  Marion Rd,2013-07-07 00:00:00,1
44695,100,12939,18  Crittenden Rd,2013-07-07 00:00:00,1
44695,100,14076,164 Cross Rd,2013-07-07 00:00:00,1
44695,100,14142,176 Cross Rd,2013-07-07 00:00:00,5
44695,100,13730,8G  Marion Rd,2013-07-07 00:00:00,2
44695,100,14098,167 Cross Rd,2013-07-07 00:00:00,4
44695,100,12463,220 Woodville Rd,2013-07-07 00:00:00,4
44695,100,12521,219 Woodville Rd,2013-07-07 00:00:00,2
44695,100,12610,217 Findon Rd,2013-07-07 00:00:00,1
44695,100,13375,201 Marion Rd,2013-07-07 00:00:00,1
44695,100,14071,163 Cross Rd,2013-07-07 00:00:00,3
44695,100,14131,11A  Marion Rd,2013-07-07 00:00:00,4
44698,100,12463,220 Woodville Rd,2013-07-07 00:00:00,4
44698,100,13375,201 Marion Rd,2013-07-07 00:00:00,2
44698,100,14071,163 Cross Rd,2013-07-07 00:00:00,2
44698,100,14113,171 Cross Rd,2013-07-07 00:00:00,1
44698,100,13270,145 Portrush Rd,2013-07-07 00:00:00,5
44698,100,13716,11  Portrush Rd,2013-07-07 00:00:00,2
44698,100,12285,223 Woodville Rd,2013-07-07 00:00:00,3
